부안, ,15.8, , ,14.8,-1.7,13.6, , ,32,남,
부여, ,8.5, , ,13.4,0.3,12.1, , ,41,남남서,
북강릉,구름많음,18.9,6,0,15.7,-10.9,15.2, , ,15,남,
북창원, ,6.1, , ,13.4,2.2,13.4, , ,47,서,
북춘천,맑음,20 이상,2,0,9.2,-4.0,9.2, , ,39,남동,
산청, ,10.2, , ,11.3,-1.8,11.3, , ,40,서북서,
상주, ,20 이상, , ,9.0,-6.4,9.0, , ,33,동북동,
서귀포,연무,8.8,8,2,13.4,7.1,13.4, , ,66,북북서,
서산, ,20 이상, , ,11.7,0.7,9.1, , ,47,남,
서울,구름많음,10.5,7,7,10.8,1.5,10.8, , ,53,동,
성산, ,20 이상, , ,13.9,3.9,12.2, , ,51,남남서,
세종, ,20 이상, , ,13.4,-5.7,12.4,0.1, ,26,남,
속초, ,20 이상, , ,14.5,-10.3,14.5, , ,17,동북동,
수원,연무,7.0,0,0,11.6,2.3,10.3, , ,53,남,
순창군, ,14.4, , ,12.1,1.4,11.9, , ,48,동남동,
순천, ,7.7, , ,12.5,3.1,10.8, , ,53,남남동,
안동,구름많음,15.0,7,0,10.0,-6.8,10.0, , ,30,서남서,
양산시, ,12.1, , ,12.0,1.3,10.7, , ,48,남서,
양평,맑음,7.1,0,0,9.5,-0.1,8.0, , ,51,남동,
여수,박무,4.8,8,0,10.1,4.8,8.9, , ,70,남남서,
영광군, ,20 이상, , ,14.9,-0.8,13.9, , ,34,남서,
영덕, ,12.6, , ,15.0,-7.1,14.2, , ,21,서,
영월, ,16.9, , ,10.4,-9.3,10.4, , ,24,서북서,
영주, ,16.8, , ,9.6,-7.1,9.0, , ,30,남동,
영천, ,12.0, , ,12.2,-4.0,12.2, , ,32,남서,
완도, ,4.8, , ,10.9,6.8,10.9, , ,76,북,
울릉도,구름조금,20 이상,5,0,12.7,4.3,10.9, , ,57,남서,
울산,구름많음,11.7,8,0,12.9,-3.4,12.3, , ,32,남동,
울진, ,20 이상, , ,16.3,-9.6,15.6, , ,16,서남서,
원주, ,9.8, , ,12.6,-3.2,11.9, , ,33,남남서,
의령군, ,8.8, , ,12.0,-2.6,10.6, , ,36,남서,
의성, ,19.9, , ,11.4,-6.0,11.0, , ,29,남서,
이천, ,4.7, , ,11.4,1.6,10.2, , ,51,남,
인제, ,12.7, , ,11.2,-3.7,9.8, , ,35,남,
인천,연무,5.1,0,0,10.7,3.4,8.0, , ,61,남남동,
임실, ,7.2, , ,10.8,-0.3,9.1, , ,46,남남동,
장수, ,8.6, , ,11.4,-5.5,9.3, , ,30,서남서,
장흥, ,11.7, , ,13.1,4.7,12.5, , ,57,남,
전주,연무,13.2,6,0,14.5,0.0,14.1, , ,37,남남동,
정선군, ,15.6, , ,11.6,-7.8,10.7, , ,25,동북동,
정읍, ,11.3, , ,13.4,-1.7,11.9, , ,35,남서,
제주,구름많음,10.5,6,0,14.7,6.0,14.3, , ,56,북,
제천, ,9.6, , ,9.6,-6.7,9.6, , ,31,북서,
진도군, ,11.9, , ,13.6,4.1,12.2, , ,53,남남서,
진주, ,6.9, , ,10.6,1.6,10.6, , ,54,북서,
창원,연무,5.4,9,0,11.4,0.7,10.5, , ,48,남남동,
천안, ,10.4, , ,11.9,-0.9,10.8, , ,41,남남동,
철원, ,20 이상, , ,10.5,1.0,9.2, , ,52,남남서,
청송군, ,20 이상, , ,11.4,-6.5,11.2, , ,28,북서,
청주,연무,9.0,2,0,13.5,-2.9,13.1, , ,32,남남서,
추풍령, ,20 이상, , ,10.5,-7.7,8.7, , ,27,남남동,
춘천, ,14.3, , ,8.8,-5.1,8.8, , ,37,서,
충주, ,9.2, , ,11.5,-2.3,11.5, , ,38,서,
태백, ,19.7, , ,9.8,-14.1,7.3, , ,17,남서,
통영, ,4.6, , ,10.8,5.3,10.3, , ,69,남남동,
파주, ,20 이상, , ,11.4,4.5,9.9, , ,63,남남서,
포항,흐림,15.4,10,0,13.6,-5.5,12.9, , ,26,남서,
함양군, ,16.3, , ,10.8,-9.5,10.8, , ,23,북서,
합천, ,12.2, , ,12.4,-3.4,12.4, , ,33,북북서,
해남, ,10.0, , ,14.0,2.8,13.7, , ,47,남남서,
홍성,구름많음,20 이상,6,0,14.3,-3.5,13.3, , ,29,남서,
홍천, ,20 이상, , ,11.1,-1.6,11.1, , ,41,서남서,
흑산도,구름조금,17.2,3,0,12.9,6.9,10.0, , ,67,남,
