인제, ,15.0, , ,8.0,-8.9,5.0, , ,29,남,
인천,맑음,14.0,0,0,6.1,-3.2,2.9, , ,51,남남서,
임실, ,19.4, , ,7.9,-7.0,6.1, , ,34,북서,
장수, ,19.9, , ,5.9,-9.9,3.2, , ,31,서북서,
장흥, ,20 이상, , ,9.3,-5.4,6.9, , ,35,북,
전주,맑음,20 이상,0,0,7.7,-6.4,6.0, , ,36,서,
정선군, ,16.2, , ,9.9,-10.8,9.1, , ,22,북서,
정읍, ,20 이상, , ,7.5,-7.3,4.9, , ,34,북,
제주,구름조금,20 이상,4,4,8.0,-0.7,5.0, , ,54,서북서,
제천, ,19.6, , ,6.9,-8.2,3.9, , ,33,남서,
진도군, ,19.3, , ,6.7,-4.1,3.2, , ,46,북서,
진주, ,19.8, , ,11.0,-7.8,10.8, , ,26,남남서,
창원,구름조금,20 이상,3,0,10.2,-11.8,8.7, , ,20,북북동,
천안, ,20 이상, , ,8.6,-9.3,6.5, , ,27,서,
철원, ,20 이상, , ,7.8,-10.0,5.6, , ,27,남서,
청송군, ,20 이상, , ,10.2,-10.0,8.0, , ,23,서,
청주,맑음,20 이상,0,0,9.6,-11.7,8.3, , ,21,서북서,
추풍령,맑음,20 이상,0,0,7.3,-10.5,3.5, , ,27,서남서,
춘천, ,20 이상, , ,9.5,-9.5,7.8, , ,25,남남서,
충주, ,19.8, , ,8.6,-9.3,6.6, , ,27,서남서,
태백, ,20 이상, , ,6.4,-13.8,2.9, , ,22,북북서,
통영, ,19.6, , ,8.8,-5.8,7.2, , ,35,서남서,
파주, ,18.9, , ,8.5,-3.3,6.0, , ,43,남서,
포항,구름조금,19.1,4,0,12.1,-8.4,10.7, , ,23,남남서,
함양군, ,20 이상, , ,10.1,-19.1,7.4, , ,11,남서,
합천, ,20 이상, , ,12.3,-12.8,12.3, , ,16,동,
해남, ,20 이상, , ,6.7,-4.7,3.4, , ,44,서북서,
홍성,맑음,20 이상,0,0,8.0,-4.8,6.2, , ,40,남서,
홍천, ,18.9, , ,8.5,-6.8,6.8, , ,33,서남서,
흑산도,맑음,20 이상,0,0,8.0,-3.2,5.9, , ,45,북서,
