산청, ,20 이상, , ,9.7,-8.9,6.8, , ,26,서,
상주, ,20 이상, , ,9.6,-9.0,8.4, , ,26,서남서,
서귀포,맑음,20 이상,0,0,10.7,-0.1,9.9, , ,47,동,
서산, ,11.4, , ,6.9,-1.0,4.0, , ,57,남서,
서울,맑음,20 이상,1,1,7.3,-2.1,4.3, , ,51,남서,
성산, ,20 이상, , ,7.3,-3.0,3.5, , ,48,서북서,
세종, ,20 이상, , ,8.2,-9.2,6.8, , ,28,서,
속초, ,20 이상, , ,10.9,-13.2,9.8, , ,17,서,
수원,맑음,20 이상,0,0,6.9,-2.8,3.7, , ,50,서,
순창군, , , , ,7.3,-7.1,4.8, , ,35,북서,
순천, ,19.3, , ,9.1,-8.0,6.8, , ,29,서북서,
안동,맑음,20 이상,0,0,9.8,-12.7,7.4, , ,19,서북서,
양산시, ,13.2, , ,12.8,-7.8,12.1, , ,23,서남서,
양평, ,20 이상, , ,8.2,-7.5,5.9, , ,32,서,
여수,맑음,20 이상,0,0,10.8,-9.0,7.8, , ,24,북서,
영광군, ,20 이상, , ,6.3,-4.4,3.7, , ,46,북서,
영덕, ,20 이상, , ,12.1,-10.2,11.2, , ,20,서남서,
영월, ,20 이상, , ,8.4,-10.0,6.8, , ,26,서남서,
영주, ,20 이상, , ,8.1,-10.7,4.3, , ,25,북서,
영천, ,20 이상, , ,10.8,-11.9,9.1, , ,19,서북서,
완도, ,20 이상, , ,8.1,-3.7,4.9, , ,43,서북서,
울릉도,맑음,20 이상,0,0,9.3,0.1,7.2,0.0, ,53,남서,
울산,맑음,20 이상,0,0,10.1,-2.9,9.5, , ,40,남동,
울진, ,20 이상, , ,9.4,-1.3,8.5, , ,47,동,
원주, ,19.9, , ,8.3,-10.1,6.2, , ,26,서남서,
의령군, ,20 이상, , ,13.0,-22.1,11.0, , ,7,서,
의성, ,20 이상, , ,10.6,-9.1,9.1, , ,24,서,
이천,맑음,19.4,0,0,7.8,-6.3,5.3, , ,36,서,
인제, ,13.0, , ,8.1,-11.3,5.6, , ,24,남,
인천,맑음,20 이상,0,0,5.3,-1.6,1.5, , ,61,남서,
임실, ,20 이상, , ,6.7,-5.3,5.3, , ,42,북서,
장수, ,20 이상, , ,5.5,-7.7,2.8, , ,38,서북서,
장흥, ,20 이상, , ,7.9,-5.2,5.7, , ,39,북북서,
전주,맑음,20 이상,0,0,7.2,-6.5,4.4, , ,37,서,
정선군, ,20 이상, , ,7.2,-13.7,3.6, , ,21,북동,
정읍, ,20 이상, , ,6.7,-6.3,4.5, , ,39,북북서,
제주,맑음,20 이상,1,1,8.3,-2.0,5.3, , ,48,서북서,
제천, ,19.8, , ,7.1,-8.5,4.3, , ,32,남서,
진도군, ,20 이상, , ,6.4,-3.8,3.6, , ,48,서북서,
진주, ,19.8, , ,11.9,-6.5,11.6, , ,27,남서,
창원,맑음,20 이상,0,0,9.4,-8.2,7.9, , ,28,남남서,
천안, ,20 이상, , ,8.8,-6.2,7.5, , ,34,북서,
철원, ,20 이상, , ,6.6,-3.6,3.9, , ,48,남서,
청송군, ,20 이상, , ,10.1,-11.9,7.6, , ,20,서북서,
청주,맑음,20 이상,0,0,9.6,-7.1,8.0, , ,30,서북서,
추풍령,맑음,20 이상,0,0,7.9,-9.9,4.6, , ,27,서남서,
춘천, ,20 이상, , ,8.9,-8.6,6.0, , ,28,서남서,
충주, ,20 이상, , ,8.5,-9.9,6.0, , ,26,서,
태백, ,20 이상, , ,4.5,-13.8,4.5, , ,25,북서,
통영, ,20 이상, , ,10.0,-4.4,8.4, , ,36,남서,
파주, ,18.1, , ,7.4,-2.0,5.2, , ,51,남서,
포항,맑음,20 이상,0,0,13.1,-11.4,12.5, , ,17,서,
함양군, ,20 이상, , ,9.5,-16.7,6.8, , ,14,남남서,
합천, ,20 이상, , ,12.1,-13.0,11.2, , ,16,서,
해남, ,20 이상, , ,5.8,-7.1,2.2, , ,39,서북서,
홍성,맑음,20 이상,1,1,7.0,-3.0,4.6, , ,49,서남서,
홍천, ,20 이상, , ,8.4,-11.0,6.6, , ,24,남서,
흑산도,맑음,20 이상,0,0,6.7,-4.4,4.2, , ,45,북서,
